folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed
Classical Political Philosophy,Money and government_ the past and future of economics.pdf,Money and Government: The Past and Future of Economics,mixed,"Mainstream economics has failed to properly integrate money and government into its theoretical framework, and understanding the historical development of monetary thought is essential to correcting contemporary macroeconomic policy.",quantity theory of money; fiscal versus monetary policy; gold standard; Keynesianism and monetarism; macroeconomic theory; state finance,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,No One_s World The West the Rising Rest and the Coming Global Turn.pdf,"No One's World: The West, the Rising Rest, and the Coming Global Turn",theory,"Western global dominance is declining as power becomes more widely distributed among rising non-Western states, ushering in a multipolar international system.",Western primacy and decline; Power distribution and multipolarity; Rise of non-Western powers; Liberal democracy and capitalism as Western models; Global order transition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,The Civic Conversations of Thucydides and Plato the Limits of Democracy.pdf,The Civic Conversations of Thucydides and Plato: Classical Political Philosophy and the Limits of Democracy,theory,"Classical texts by Thucydides and Plato reveal fundamental constraints on democratic theory and practice by examining how civic deliberation, rational choice, cultural justice, and relationships between citizens expose democracy's inherent limitations.",civic deliberation; rational choice theory; democratic limits; classical political philosophy; cultural justice; political trust,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,The Moment of Psycho How Alfred Hitchcock Taught America to Love Murder David Thomson.pdf,The Moment of Psycho: How Alfred Hitchcock Taught America to Love Murder,empirical,"Alfred Hitchcock's 1960 film Psycho marked a cultural inflection point where the director's personal creative crisis mirrored and catalyzed America's shifting desires around sex, violence, and horror, permanently altering cinema and the nation's consciousness.",directorial authorship in film; cultural impact of cinema; violence and sexuality in media; American domesticity and transgression; the role of suspense and shock,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,To Lead the Free World American Nationalism and the Cultural Roots of the Cold War.pdf,To Lead the Free World: American Nationalism and the Cultural Roots of the Cold War,mixed,"American Cold War foreign policy consensus was shaped by nationalist discourse in public culture, constructed through the interplay of government rhetoric, mass media, African American voices, and labor movements between 1945 and 1950.","public discourse and nationalism; Cold War consensus formation; cultural history methodology; imagined communities; race, class, and foreign policy",provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Toward a Sociological Theory of Information.pdf,Toward a Sociological Theory of Information,theory,Information is constituted through situated social processes and cannot be understood apart from the social contexts and communicative work that generate it.,situated social processes; communicative work; organizational behavior; information conditioning factors; social organization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Transnational Gas Markets and Euro-Russian Energy Relations.pdf,Transnational Gas Markets and Euro-Russian Energy Relations,empirical,Examines the political economy of natural gas trade between Europe and Russia within the context of transnational market structures and energy security dynamics.,transnational gas markets; energy security; Euro-Russian relations; hydrocarbon governance; political economy of energy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Wahhabi Islam From Revival and Reform to Global Jihad by Natana J  Delong-Bas.pdf,Wahhabi Islam: From Revival and Reform to Global Jihad,mixed,A historical and intellectual analysis of Wahhabi Islamic thought from its eighteenth-century origins under Muhammad ibn Abd al-Wahhab through its contemporary manifestations in global political Islam and jihadi movements.,Islamic revival and reform; Wahhabi theology and doctrine; Islamic law and jurisprudence; Jihad and political Islam; Ibn Abd al-Wahhab's intellectual legacy; Contemporary Islamic activism,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,Wahhabi Islam From Revival and Reform to Global Jihad.pdf,Wahhabi Islam: From Revival and Reform to Global Jihad,mixed,A historical and intellectual examination of Muhammad ibn Abd al-Wahhab's eighteenth-century Islamic reform movement and its evolution into contemporary manifestations of political Islam and global jihad.,Islamic reform and revival; Wahhabi theology and doctrine; Islamic law and jurisprudence; Gender and women in Islam; Political Islam and jihad; Hanbali legal tradition,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
Classical Political Philosophy,War by Other Means _ Geoeconomics and Statecraft_blackwill_harris.pdf,War by Other Means: Geoeconomics and Statecraft,mixed,"Economic instruments have become central tools of statecraft and international competition, functioning as an alternative to traditional military conflict in the pursuit of national interests.",geoeconomics; economic sanctions; statecraft; geopolitics; international economic relations; grand strategy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence
